Time,fms,EDA,individual,simulation,CSS
03-56-05,0,0.501,3,room,Low
03-56-06,0,0.494,3,room,Low
03-56-07,0,0.493,3,room,Low
03-56-08,0,0.509,3,room,Low
03-56-09,0,0.505,3,room,Low
03-56-10,0,0.505,3,room,Low
03-56-11,0,0.505,3,room,Low
03-56-12,0,0.503,3,room,Low
03-56-13,0,0.512,3,room,Low
03-56-14,0,0.505,3,room,Low
03-56-15,0,0.502,3,room,Low
03-56-16,0,0.502,3,room,Low
03-56-17,0,0.502,3,room,Low
03-56-18,0,0.502,3,room,Low
03-56-19,0,0.506,3,room,Low
03-56-20,0,0.509,3,room,Low
03-56-21,0,0.508,3,room,Low
03-56-22,0,0.51,3,room,Low
03-56-23,0,0.502,3,room,Low
03-56-24,0,0.503,3,room,Low
03-56-25,0,0.496,3,room,Low
03-56-26,0,0.491,3,room,Low
03-56-27,0,0.493,3,room,Low
03-56-28,0,0.488,3,room,Low
03-56-29,0,0.493,3,room,Low
03-56-30,0,0.487,3,room,Low
03-56-31,0,0.478,3,room,Low
03-56-32,0,0.481,3,room,Low
03-56-33,0,0.474,3,room,Low
03-56-34,0,0.481,3,room,Low
