Time,fms,EDA,individual,simulation,CSS
03-58-13,0,0.545,3,room,Low
03-58-14,0,0.538,3,room,Low
03-58-15,0,0.545,3,room,Low
03-58-16,0,0.544,3,room,Low
03-58-17,0,0.542,3,room,Low
03-58-18,0,0.526,3,room,Low
03-58-19,0,0.529,3,room,Low
03-58-20,0,0.546,3,room,Low
03-58-21,0,0.539,3,room,Low
03-58-22,0,0.527,3,room,Low
03-58-23,0,0.545,3,room,Low
03-58-24,0,0.528,3,room,Low
03-58-25,0,0.524,3,room,Low
03-58-26,0,0.528,3,room,Low
03-58-27,0,0.527,3,room,Low
03-58-28,0,0.532,3,room,Low
03-58-29,0,0.533,3,room,Low
03-58-30,0,0.531,3,room,Low
03-58-31,0,0.534,3,room,Low
03-58-32,0,0.53,3,room,Low
03-58-33,0,0.527,3,room,Low
03-58-34,0,0.533,3,room,Low
03-58-35,0,0.524,3,room,Low
03-58-36,0,0.526,3,room,Low
03-58-37,0,0.523,3,room,Low
03-58-38,0,0.523,3,room,Low
03-58-39,0,0.535,3,room,Low
03-58-40,0,0.536,3,room,Low
03-58-41,0,0.535,3,room,Low
03-58-42,0,0.532,3,room,Low
