Time,fms,HR,individual,simulation,CSS
04-43-32,1,85.03,14,roller,Mid
04-43-33,1,84.93,14,roller,Mid
04-43-34,1,84.8,14,roller,Mid
04-43-35,1,84.58,14,roller,Mid
04-43-36,1,84.4,14,roller,Mid
04-43-37,1,84.13,14,roller,Mid
04-43-38,1,83.68,14,roller,Mid
04-43-39,1,83.33,14,roller,Mid
04-43-40,1,82.97,14,roller,Mid
04-43-41,1,82.53,14,roller,Mid
04-43-42,1,82.13,14,roller,Mid
04-43-43,1,81.73,14,roller,Mid
04-43-44,1,81.45,14,roller,Mid
04-43-45,1,81.23,14,roller,Mid
04-43-46,1,81.08,14,roller,Mid
04-43-47,1,80.9,14,roller,Mid
04-43-48,1,80.75,14,roller,Mid
04-43-49,1,80.6,14,roller,Mid
04-43-50,1,80.43,14,roller,Mid
04-43-51,1,80.28,14,roller,Mid
04-43-52,1,80.13,14,roller,Mid
04-43-53,1,80.0,14,roller,Mid
04-43-54,1,79.75,14,roller,Mid
04-43-55,1,79.53,14,roller,Mid
04-43-56,1,79.32,14,roller,Mid
04-43-57,1,79.0,14,roller,Mid
04-43-58,1,78.68,14,roller,Mid
04-43-59,1,78.47,14,roller,Mid
04-44-00,1,78.32,14,roller,Mid
04-44-01,1,78.2,14,roller,Mid
