Time,fms,EDA,individual,simulation
08-13-06,0,0.480,11,room
08-13-07,0,0.478,11,room
08-13-08,0,0.479,11,room
08-13-09,0,0.478,11,room
08-13-10,0,0.479,11,room
08-13-11,0,0.479,11,room
08-13-12,0,0.478,11,room
08-13-13,0,0.481,11,room
08-13-14,0,0.479,11,room
08-13-15,0,0.480,11,room
08-13-16,0,0.480,11,room
08-13-17,0,0.477,11,room
08-13-18,0,0.479,11,room
08-13-19,0,0.478,11,room
08-13-20,0,0.478,11,room
08-13-21,0,0.478,11,room
08-13-22,0,0.480,11,room
08-13-23,0,0.477,11,room
08-13-24,0,0.479,11,room
08-13-25,0,0.476,11,room
08-13-26,0,0.480,11,room
08-13-27,0,0.478,11,room
08-13-28,0,0.478,11,room
08-13-29,0,0.480,11,room
08-13-30,0,0.478,11,room
08-13-31,0,0.477,11,room
08-13-32,0,0.480,11,room
08-13-33,0,0.478,11,room
08-13-34,0,0.479,11,room
08-13-35,0,0.478,11,room
