Time,fms,EDA,individual,simulation
12-32-11,1,1.792,13,walk
12-32-12,1,1.796,13,walk
12-32-13,1,1.809,13,walk
12-32-14,1,1.827,13,walk
12-32-15,1,1.857,13,walk
12-32-16,1,1.844,13,walk
12-32-17,1,1.877,13,walk
12-32-18,1,1.962,13,walk
12-32-19,1,1.941,13,walk
12-32-20,1,1.896,13,walk
12-32-21,1,1.875,13,walk
12-32-22,1,1.876,13,walk
12-32-23,1,1.878,13,walk
12-32-24,1,1.870,13,walk
12-32-25,1,1.883,13,walk
12-32-26,1,1.901,13,walk
12-32-27,1,1.896,13,walk
12-32-28,1,1.898,13,walk
12-32-29,1,1.882,13,walk
12-32-30,1,1.859,13,walk
12-32-31,1,1.838,13,walk
12-32-32,1,1.847,13,walk
12-32-33,1,1.851,13,walk
12-32-34,1,1.852,13,walk
12-32-35,1,1.871,13,walk
12-32-36,1,1.871,13,walk
12-32-37,1,1.845,13,walk
12-32-38,1,1.839,13,walk
12-32-39,1,1.838,13,walk
12-32-40,1,1.830,13,walk
