Time,fms,EDA,individual,simulation,CSS
04-54-37,0,3.171,14,walk,Low
04-54-38,0,3.169,14,walk,Low
04-54-39,0,3.15,14,walk,Low
04-54-40,0,3.204,14,walk,Low
04-54-41,0,3.194,14,walk,Low
04-54-42,0,3.135,14,walk,Low
04-54-43,0,3.096,14,walk,Low
04-54-44,0,3.089,14,walk,Low
04-54-45,0,3.265,14,walk,Low
04-54-46,0,3.429,14,walk,Low
04-54-47,0,3.35,14,walk,Low
04-54-48,0,3.432,14,walk,Low
04-54-49,0,3.564,14,walk,Low
04-54-50,0,3.44,14,walk,Low
04-54-51,0,3.325,14,walk,Low
04-54-52,0,3.242,14,walk,Low
04-54-53,0,3.214,14,walk,Low
04-54-54,0,3.262,14,walk,Low
04-54-55,0,3.794,14,walk,Low
04-54-56,0,3.993,14,walk,Low
04-54-57,0,3.74,14,walk,Low
04-54-58,0,3.6,14,walk,Low
04-54-59,0,3.553,14,walk,Low
04-55-00,0,3.483,14,walk,Low
04-55-01,0,3.439,14,walk,Low
04-55-02,0,3.414,14,walk,Low
04-55-03,0,3.39,14,walk,Low
04-55-04,0,3.26,14,walk,Low
04-55-05,0,3.488,14,walk,Low
04-55-06,0,4.363,14,walk,Low
