Time,fms,EDA,individual,simulation,CSS
04-52-29,0,3.011,14,walk,Low
04-52-30,0,2.975,14,walk,Low
04-52-31,0,2.941,14,walk,Low
04-52-32,0,2.902,14,walk,Low
04-52-33,0,3.011,14,walk,Low
04-52-34,0,3.849,14,walk,Low
04-52-35,0,4.008,14,walk,Low
04-52-36,0,3.635,14,walk,Low
04-52-37,0,3.412,14,walk,Low
04-52-38,0,3.297,14,walk,Low
04-52-39,0,3.224,14,walk,Low
04-52-40,0,3.164,14,walk,Low
04-52-41,0,3.131,14,walk,Low
04-52-42,0,3.084,14,walk,Low
04-52-43,0,3.067,14,walk,Low
04-52-44,0,3.157,14,walk,Low
04-52-45,0,3.139,14,walk,Low
04-52-46,0,3.066,14,walk,Low
04-52-47,0,3.023,14,walk,Low
04-52-48,0,3.008,14,walk,Low
04-52-49,0,2.979,14,walk,Low
04-52-50,0,2.982,14,walk,Low
04-52-51,0,2.95,14,walk,Low
04-52-52,0,2.932,14,walk,Low
04-52-53,0,2.927,14,walk,Low
04-52-54,0,2.922,14,walk,Low
04-52-55,0,2.908,14,walk,Low
04-52-56,0,2.898,14,walk,Low
04-52-57,0,2.885,14,walk,Low
04-52-58,0,2.933,14,walk,Low
