Time,fms,HR,individual,simulation
11-47-44,0,75.230,9,beach
11-47-45,0,75.280,9,beach
11-47-46,0,75.370,9,beach
11-47-47,0,75.500,9,beach
11-47-48,0,75.630,9,beach
11-47-49,0,75.800,9,beach
11-47-50,0,76.030,9,beach
11-47-51,0,76.280,9,beach
11-47-52,0,76.520,9,beach
11-47-53,0,76.730,9,beach
11-47-54,0,76.920,9,beach
11-47-55,0,77.080,9,beach
11-47-56,0,77.170,9,beach
11-47-57,0,77.220,9,beach
11-47-58,0,77.270,9,beach
11-47-59,0,77.330,9,beach
11-48-00,0,77.400,9,beach
11-48-01,0,77.450,9,beach
11-48-02,0,77.520,9,beach
11-48-03,0,77.580,9,beach
11-48-04,0,77.630,9,beach
11-48-05,0,77.680,9,beach
11-48-06,0,77.730,9,beach
11-48-07,0,77.800,9,beach
11-48-08,0,77.880,9,beach
11-48-09,0,77.980,9,beach
11-48-10,0,78.100,9,beach
11-48-11,0,78.220,9,beach
11-48-12,0,78.380,9,beach
11-48-13,0,78.550,9,beach
