Time,fms,EDA,individual,simulation,CSS
12-26-58,0,2.578,9,sea,Low
12-26-59,0,2.748,9,sea,Low
12-27-00,0,2.719,9,sea,Low
12-27-01,0,2.633,9,sea,Low
12-27-02,0,2.575,9,sea,Low
12-27-03,0,2.536,9,sea,Low
12-27-04,0,2.509,9,sea,Low
12-27-05,0,2.493,9,sea,Low
12-27-06,0,2.478,9,sea,Low
12-27-07,0,2.465,9,sea,Low
12-27-08,0,2.453,9,sea,Low
12-27-09,0,2.446,9,sea,Low
12-27-10,0,2.439,9,sea,Low
12-27-11,0,2.43,9,sea,Low
12-27-12,0,2.423,9,sea,Low
12-27-13,0,2.419,9,sea,Low
12-27-14,0,2.41,9,sea,Low
12-27-15,0,2.404,9,sea,Low
12-27-16,0,2.4,9,sea,Low
12-27-17,0,2.396,9,sea,Low
12-27-18,0,2.389,9,sea,Low
12-27-19,0,2.384,9,sea,Low
12-27-20,0,2.378,9,sea,Low
12-27-21,0,2.375,9,sea,Low
12-27-22,0,2.369,9,sea,Low
12-27-23,0,2.366,9,sea,Low
12-27-24,0,2.364,9,sea,Low
12-27-25,0,2.359,9,sea,Low
12-27-26,0,2.354,9,sea,Low
12-27-27,0,2.358,9,sea,Low
