Time,fms,HR,individual,simulation
11-58-57,1,89.830,13,roller
11-58-58,1,89.850,13,roller
11-58-59,1,89.870,13,roller
11-59-00,1,89.850,13,roller
11-59-01,1,89.820,13,roller
11-59-02,1,89.770,13,roller
11-59-03,1,89.700,13,roller
11-59-04,1,89.630,13,roller
11-59-05,1,89.550,13,roller
11-59-06,1,89.470,13,roller
11-59-07,1,89.400,13,roller
11-59-08,1,89.330,13,roller
11-59-09,1,89.280,13,roller
11-59-10,1,89.230,13,roller
11-59-11,1,89.220,13,roller
11-59-12,1,89.220,13,roller
11-59-13,1,89.180,13,roller
11-59-14,1,89.200,13,roller
11-59-15,1,89.220,13,roller
11-59-16,1,89.230,13,roller
11-59-17,1,89.280,13,roller
11-59-18,1,89.330,13,roller
11-59-19,1,89.380,13,roller
11-59-20,1,89.420,13,roller
11-59-21,1,89.430,13,roller
11-59-22,1,89.470,13,roller
11-59-23,1,89.500,13,roller
11-59-24,1,89.530,13,roller
11-59-25,1,89.600,13,roller
11-59-26,1,89.650,13,roller
