Time,fms,EDA,individual,simulation
11-46-40,0,4.530,9,beach
11-46-41,0,4.435,9,beach
11-46-42,0,4.402,9,beach
11-46-43,0,4.404,9,beach
11-46-44,0,4.427,9,beach
11-46-45,0,4.439,9,beach
11-46-46,0,4.561,9,beach
11-46-47,0,4.679,9,beach
11-46-48,0,4.630,9,beach
11-46-49,0,4.526,9,beach
11-46-50,0,4.461,9,beach
11-46-51,0,4.431,9,beach
11-46-52,0,4.525,9,beach
11-46-53,0,4.569,9,beach
11-46-54,0,4.544,9,beach
11-46-55,0,4.503,9,beach
11-46-56,0,4.441,9,beach
11-46-57,0,4.467,9,beach
11-46-58,0,4.534,9,beach
11-46-59,0,4.883,9,beach
11-47-00,0,5.296,9,beach
11-47-01,0,5.133,9,beach
11-47-02,0,4.797,9,beach
11-47-03,0,4.621,9,beach
11-47-04,0,4.553,9,beach
11-47-05,0,4.612,9,beach
11-47-06,0,4.662,9,beach
11-47-07,0,4.596,9,beach
11-47-08,0,4.435,9,beach
11-47-09,0,4.457,9,beach
