Time,fms,HR,individual,simulation,CSS
12-15-34,0,90.2,1,roller,Low
12-15-35,0,90.22,1,roller,Low
12-15-36,0,90.28,1,roller,Low
12-15-37,0,90.25,1,roller,Low
12-15-38,0,90.23,1,roller,Low
12-15-39,0,90.22,1,roller,Low
12-15-40,0,90.22,1,roller,Low
12-15-41,0,90.25,1,roller,Low
12-15-42,0,90.3,1,roller,Low
12-15-43,0,90.35,1,roller,Low
12-15-44,0,90.43,1,roller,Low
12-15-45,0,90.57,1,roller,Low
12-15-46,0,90.68,1,roller,Low
12-15-47,0,90.75,1,roller,Low
12-15-48,0,90.82,1,roller,Low
12-15-49,0,90.9,1,roller,Low
12-15-50,0,90.95,1,roller,Low
12-15-51,0,90.95,1,roller,Low
12-15-52,0,90.97,1,roller,Low
12-15-53,0,90.97,1,roller,Low
12-15-54,0,90.95,1,roller,Low
12-15-55,0,90.92,1,roller,Low
12-15-56,0,90.88,1,roller,Low
12-15-57,0,90.83,1,roller,Low
12-15-58,0,90.73,1,roller,Low
12-15-59,0,90.62,1,roller,Low
12-16-00,0,90.5,1,roller,Low
12-16-01,0,90.38,1,roller,Low
12-16-02,0,90.3,1,roller,Low
12-16-03,0,90.23,1,roller,Low
