Time,fms,HR,individual,simulation
11-55-34,0,79.570,12,beach
11-55-35,0,79.570,12,beach
11-55-36,0,79.580,12,beach
11-55-37,0,79.600,12,beach
11-55-38,0,79.620,12,beach
11-55-39,0,79.620,12,beach
11-55-40,0,79.620,12,beach
11-55-41,0,79.600,12,beach
11-55-42,0,79.570,12,beach
11-55-43,0,79.550,12,beach
11-55-44,0,79.520,12,beach
11-55-45,0,79.480,12,beach
11-55-46,0,79.470,12,beach
11-55-47,0,79.450,12,beach
11-55-48,0,79.430,12,beach
11-55-49,0,79.420,12,beach
11-55-50,0,79.420,12,beach
11-55-51,0,79.420,12,beach
11-55-52,0,79.400,12,beach
11-55-53,0,79.400,12,beach
11-55-54,0,79.420,12,beach
11-55-55,0,79.420,12,beach
11-55-56,0,79.430,12,beach
11-55-57,0,79.450,12,beach
11-55-58,0,79.450,12,beach
11-55-59,0,79.470,12,beach
11-56-00,0,79.480,12,beach
11-56-01,0,79.520,12,beach
11-56-02,0,79.570,12,beach
11-56-03,0,79.620,12,beach
