Time,fms,EDA,individual,simulation
04-15-46,1,1.853,2,sea
04-15-47,1,1.855,2,sea
04-15-48,1,1.848,2,sea
04-15-49,1,1.844,2,sea
04-15-50,1,1.845,2,sea
04-15-51,1,1.842,2,sea
04-15-52,1,1.839,2,sea
04-15-53,1,1.837,2,sea
04-15-54,1,1.835,2,sea
04-15-55,1,1.832,2,sea
04-15-56,1,1.829,2,sea
04-15-57,1,1.834,2,sea
04-15-58,1,1.880,2,sea
04-15-59,1,1.943,2,sea
04-16-00,1,1.953,2,sea
04-16-01,1,1.936,2,sea
04-16-02,1,1.919,2,sea
04-16-03,1,1.907,2,sea
04-16-04,1,1.899,2,sea
04-16-05,1,1.892,2,sea
04-16-06,1,1.886,2,sea
04-16-07,1,1.880,2,sea
04-16-08,1,1.879,2,sea
04-16-09,1,1.873,2,sea
04-16-10,1,1.870,2,sea
04-16-11,1,1.867,2,sea
04-16-12,1,1.866,2,sea
04-16-13,1,1.856,2,sea
04-16-14,1,1.859,2,sea
04-16-15,1,1.861,2,sea
