Time,fms,HR,individual,simulation
11-55-18,0,73.200,7,beach
11-55-19,0,73.230,7,beach
11-55-20,0,73.180,7,beach
11-55-21,0,73.100,7,beach
11-55-22,0,73.030,7,beach
11-55-23,0,72.930,7,beach
11-55-24,0,72.830,7,beach
11-55-25,0,72.670,7,beach
11-55-26,0,72.530,7,beach
11-55-27,0,72.480,7,beach
11-55-28,0,72.320,7,beach
11-55-29,0,72.150,7,beach
11-55-30,0,72.000,7,beach
11-55-31,0,71.880,7,beach
11-55-32,0,71.970,7,beach
11-55-33,0,72.080,7,beach
11-55-34,0,72.150,7,beach
11-55-35,0,72.270,7,beach
11-55-36,0,72.300,7,beach
11-55-37,0,72.320,7,beach
11-55-38,0,72.330,7,beach
11-55-39,0,72.270,7,beach
11-55-40,0,72.300,7,beach
11-55-41,0,72.330,7,beach
11-55-42,0,72.280,7,beach
11-55-43,0,72.250,7,beach
11-55-44,0,72.170,7,beach
11-55-45,0,72.080,7,beach
11-55-46,0,72.120,7,beach
11-55-47,0,72.120,7,beach
