Time,fms,HR,individual,simulation,CSS
12-51-14,0,87.0,7,walk,Low
12-51-15,0,86.9,7,walk,Low
12-51-16,0,86.85,7,walk,Low
12-51-17,0,86.83,7,walk,Low
12-51-18,0,86.82,7,walk,Low
12-51-19,0,86.83,7,walk,Low
12-51-20,0,86.82,7,walk,Low
12-51-21,0,86.78,7,walk,Low
12-51-22,0,86.68,7,walk,Low
12-51-23,0,86.57,7,walk,Low
12-51-24,0,86.4,7,walk,Low
12-51-25,0,86.25,7,walk,Low
12-51-26,0,86.1,7,walk,Low
12-51-27,0,85.98,7,walk,Low
12-51-28,0,85.9,7,walk,Low
12-51-29,0,85.85,7,walk,Low
12-51-30,0,85.83,7,walk,Low
12-51-31,0,85.85,7,walk,Low
12-51-32,0,85.88,7,walk,Low
12-51-33,0,85.93,7,walk,Low
12-51-34,0,85.95,7,walk,Low
12-51-35,0,85.98,7,walk,Low
12-51-36,0,86.03,7,walk,Low
12-51-37,0,86.08,7,walk,Low
12-51-38,0,86.1,7,walk,Low
12-51-39,0,86.13,7,walk,Low
12-51-40,0,86.18,7,walk,Low
12-51-41,0,86.25,7,walk,Low
12-51-42,0,86.33,7,walk,Low
12-51-43,0,86.43,7,walk,Low
