Time,fms,HR,individual,simulation
12-17-42,0,90.300,1,roller
12-17-43,0,90.300,1,roller
12-17-44,0,90.300,1,roller
12-17-45,0,90.300,1,roller
12-17-46,0,90.280,1,roller
12-17-47,0,90.250,1,roller
12-17-48,0,90.220,1,roller
12-17-49,0,90.200,1,roller
12-17-50,0,90.180,1,roller
12-17-51,0,90.170,1,roller
12-17-52,0,90.170,1,roller
12-17-53,0,90.170,1,roller
12-17-54,0,90.180,1,roller
12-17-55,0,90.200,1,roller
12-17-56,0,90.220,1,roller
12-17-57,0,90.230,1,roller
12-17-58,0,90.250,1,roller
12-17-59,0,90.270,1,roller
12-18-00,0,90.280,1,roller
12-18-01,0,90.280,1,roller
12-18-02,0,90.280,1,roller
12-18-03,0,90.280,1,roller
12-18-04,0,90.280,1,roller
12-18-05,0,90.280,1,roller
12-18-06,0,90.280,1,roller
12-18-07,0,90.300,1,roller
12-18-08,0,90.320,1,roller
12-18-09,0,90.320,1,roller
12-18-10,0,90.330,1,roller
12-18-11,0,90.330,1,roller
