Time,fms,HR,individual,simulation
12-18-14,2,90.230,1,roller
12-18-15,2,90.120,1,roller
12-18-16,2,90.020,1,roller
12-18-17,2,89.920,1,roller
12-18-18,2,89.830,1,roller
12-18-19,2,89.750,1,roller
12-18-20,2,89.700,1,roller
12-18-21,2,89.650,1,roller
12-18-22,2,89.600,1,roller
12-18-23,2,89.570,1,roller
12-18-24,2,89.550,1,roller
12-18-25,2,89.520,1,roller
12-18-26,2,89.500,1,roller
12-18-27,2,89.470,1,roller
12-18-28,2,89.430,1,roller
12-18-29,2,89.420,1,roller
12-18-30,2,89.400,1,roller
12-18-31,2,89.400,1,roller
12-18-32,2,89.380,1,roller
12-18-33,2,89.380,1,roller
12-18-34,2,89.380,1,roller
12-18-35,2,89.380,1,roller
12-18-36,2,89.380,1,roller
12-18-37,2,89.370,1,roller
12-18-38,2,89.350,1,roller
12-18-39,2,89.330,1,roller
12-18-40,2,89.320,1,roller
12-18-41,2,89.280,1,roller
12-18-42,2,89.250,1,roller
12-18-43,2,89.220,1,roller
