Time,fms,EDA,individual,simulation,CSS
04-26-42,2,5.579,8,room,High
04-26-43,2,5.526,8,room,High
04-26-44,2,5.449,8,room,High
04-26-45,2,5.41,8,room,High
04-26-46,2,5.586,8,room,High
04-26-47,2,5.82,8,room,High
04-26-48,2,5.79,8,room,High
04-26-49,2,5.718,8,room,High
04-26-50,2,5.544,8,room,High
04-26-51,2,5.522,8,room,High
04-26-52,2,5.45,8,room,High
04-26-53,2,5.448,8,room,High
04-26-54,2,5.661,8,room,High
04-26-55,2,6.052,8,room,High
04-26-56,2,6.028,8,room,High
04-26-57,2,5.844,8,room,High
04-26-58,2,5.708,8,room,High
04-26-59,2,5.812,8,room,High
04-27-00,2,6.077,8,room,High
04-27-01,2,6.004,8,room,High
04-27-02,2,5.899,8,room,High
04-27-03,2,5.744,8,room,High
04-27-04,2,5.622,8,room,High
04-27-05,2,5.621,8,room,High
04-27-06,2,5.63,8,room,High
04-27-07,2,5.591,8,room,High
04-27-08,2,5.554,8,room,High
04-27-09,2,5.612,8,room,High
04-27-10,2,5.729,8,room,High
04-27-11,2,5.724,8,room,High
