Time,fms,HR,individual,simulation
04-27-05,0,75.430,2,roller
04-27-06,0,75.130,2,roller
04-27-07,0,74.820,2,roller
04-27-08,0,74.480,2,roller
04-27-09,0,74.170,2,roller
04-27-10,0,73.880,2,roller
04-27-11,0,73.580,2,roller
04-27-12,0,73.320,2,roller
04-27-13,0,73.050,2,roller
04-27-14,0,72.770,2,roller
04-27-15,0,72.480,2,roller
04-27-16,0,72.220,2,roller
04-27-17,0,72.130,2,roller
04-27-18,0,72.030,2,roller
04-27-19,0,71.900,2,roller
04-27-20,0,71.820,2,roller
04-27-21,0,71.800,2,roller
04-27-22,0,71.770,2,roller
04-27-23,0,71.730,2,roller
04-27-24,0,71.700,2,roller
04-27-25,0,71.680,2,roller
04-27-26,0,71.630,2,roller
04-27-27,0,71.600,2,roller
04-27-28,0,71.450,2,roller
04-27-29,0,71.320,2,roller
04-27-30,0,71.130,2,roller
04-27-31,0,70.950,2,roller
04-27-32,0,70.750,2,roller
04-27-33,0,70.550,2,roller
04-27-34,0,70.370,2,roller
