Time,fms,EDA,individual,simulation
05-00-08,4,0.312,3,sea
05-00-09,4,0.304,3,sea
05-00-10,4,0.305,3,sea
05-00-11,4,0.304,3,sea
05-00-12,4,0.305,3,sea
05-00-13,4,0.305,3,sea
05-00-14,4,0.303,3,sea
05-00-15,4,0.305,3,sea
05-00-16,4,0.300,3,sea
05-00-17,4,0.302,3,sea
05-00-18,4,0.300,3,sea
05-00-19,4,0.300,3,sea
05-00-20,4,0.298,3,sea
05-00-21,4,0.298,3,sea
05-00-22,4,0.299,3,sea
05-00-23,4,0.297,3,sea
05-00-24,4,0.299,3,sea
05-00-25,4,0.298,3,sea
05-00-26,4,0.298,3,sea
05-00-27,4,0.299,3,sea
05-00-28,4,0.297,3,sea
05-00-29,4,0.297,3,sea
05-00-30,4,0.296,3,sea
05-00-31,4,0.294,3,sea
05-00-32,4,0.294,3,sea
05-00-33,4,0.294,3,sea
05-00-34,4,0.293,3,sea
05-00-35,4,0.294,3,sea
05-00-36,4,0.292,3,sea
05-00-37,4,0.294,3,sea
