Time,fms,HR,individual,simulation,CSS
08-16-19,0,76.58,11,room,Low
08-16-20,0,76.68,11,room,Low
08-16-21,0,76.78,11,room,Low
08-16-22,0,76.85,11,room,Low
08-16-23,0,76.92,11,room,Low
08-16-24,0,76.97,11,room,Low
08-16-25,0,76.97,11,room,Low
08-16-26,0,76.9,11,room,Low
08-16-27,0,76.82,11,room,Low
08-16-28,0,76.8,11,room,Low
08-16-29,0,76.78,11,room,Low
08-16-30,0,76.82,11,room,Low
08-16-31,0,76.82,11,room,Low
08-16-32,0,76.82,11,room,Low
08-16-33,0,76.82,11,room,Low
08-16-34,0,76.83,11,room,Low
08-16-35,0,76.88,11,room,Low
08-16-36,0,76.92,11,room,Low
08-16-37,0,76.92,11,room,Low
08-16-38,0,76.92,11,room,Low
08-16-39,0,76.9,11,room,Low
08-16-40,0,76.93,11,room,Low
08-16-41,0,76.95,11,room,Low
08-16-42,0,76.97,11,room,Low
08-16-43,0,76.98,11,room,Low
08-16-44,0,76.98,11,room,Low
08-16-45,0,76.97,11,room,Low
08-16-46,0,76.97,11,room,Low
08-16-47,0,76.98,11,room,Low
08-16-48,0,77.0,11,room,Low
