Time,fms,HR,individual,simulation
12-37-01,0,87.270,1,sea
12-37-02,0,87.280,1,sea
12-37-03,0,87.270,1,sea
12-37-04,0,87.270,1,sea
12-37-05,0,87.250,1,sea
12-37-06,0,87.230,1,sea
12-37-07,0,87.220,1,sea
12-37-08,0,87.150,1,sea
12-37-09,0,87.120,1,sea
12-37-10,0,87.100,1,sea
12-37-11,0,87.120,1,sea
12-37-12,0,87.130,1,sea
12-37-13,0,87.170,1,sea
12-37-14,0,87.200,1,sea
12-37-15,0,87.130,1,sea
12-37-16,0,87.250,1,sea
12-37-17,0,87.370,1,sea
12-37-18,0,87.480,1,sea
12-37-19,0,87.600,1,sea
12-37-20,0,87.720,1,sea
12-37-21,0,87.830,1,sea
12-37-22,0,87.950,1,sea
12-37-23,0,88.070,1,sea
12-37-24,0,88.180,1,sea
12-37-25,0,88.300,1,sea
12-37-26,0,88.420,1,sea
12-37-27,0,88.550,1,sea
12-37-28,0,88.670,1,sea
12-37-29,0,88.780,1,sea
12-37-30,0,88.900,1,sea
