Time,fms,EDA,individual,simulation
05-00-59,0,2.888,14,beach
05-01-00,0,3.253,14,beach
05-01-01,0,3.169,14,beach
05-01-02,0,3.058,14,beach
05-01-03,0,3.275,14,beach
05-01-04,0,3.937,14,beach
05-01-05,0,4.387,14,beach
05-01-06,0,4.200,14,beach
05-01-07,0,4.026,14,beach
05-01-08,0,3.869,14,beach
05-01-09,0,3.796,14,beach
05-01-10,0,3.749,14,beach
05-01-11,0,3.700,14,beach
05-01-12,0,3.663,14,beach
05-01-13,0,3.673,14,beach
05-01-14,0,3.660,14,beach
05-01-15,0,3.607,14,beach
05-01-16,0,3.488,14,beach
05-01-17,0,3.511,14,beach
05-01-18,0,3.549,14,beach
05-01-19,0,3.448,14,beach
05-01-20,0,3.414,14,beach
05-01-21,0,3.396,14,beach
05-01-22,0,3.369,14,beach
05-01-23,0,3.341,14,beach
05-01-24,0,3.349,14,beach
05-01-25,0,3.356,14,beach
05-01-26,0,3.347,14,beach
05-01-27,0,3.329,14,beach
05-01-28,0,3.334,14,beach
