Time,fms,HR,individual,simulation
04-54-37,0,83.970,14,walk
04-54-38,0,83.830,14,walk
04-54-39,0,83.670,14,walk
04-54-40,0,83.580,14,walk
04-54-41,0,83.520,14,walk
04-54-42,0,83.430,14,walk
04-54-43,0,83.350,14,walk
04-54-44,0,83.320,14,walk
04-54-45,0,83.470,14,walk
04-54-46,0,83.600,14,walk
04-54-47,0,83.770,14,walk
04-54-48,0,83.920,14,walk
04-54-49,0,84.170,14,walk
04-54-50,0,84.420,14,walk
04-54-51,0,84.600,14,walk
04-54-52,0,84.730,14,walk
04-54-53,0,84.830,14,walk
04-54-54,0,84.850,14,walk
04-54-55,0,85.030,14,walk
04-54-56,0,85.200,14,walk
04-54-57,0,85.320,14,walk
04-54-58,0,85.430,14,walk
04-54-59,0,85.570,14,walk
04-55-00,0,85.730,14,walk
04-55-01,0,85.970,14,walk
04-55-02,0,86.080,14,walk
04-55-03,0,86.070,14,walk
04-55-04,0,86.130,14,walk
04-55-05,0,86.180,14,walk
04-55-06,0,86.200,14,walk
