Time,fms,EDA,individual,simulation
08-17-23,0,0.467,11,room
08-17-24,0,0.468,11,room
08-17-25,0,0.464,11,room
08-17-26,0,0.470,11,room
08-17-27,0,0.469,11,room
08-17-28,0,0.472,11,room
08-17-29,0,0.468,11,room
08-17-30,0,0.470,11,room
08-17-31,0,0.468,11,room
08-17-32,0,0.469,11,room
08-17-33,0,0.471,11,room
08-17-34,0,0.467,11,room
08-17-35,0,0.468,11,room
08-17-36,0,0.474,11,room
08-17-37,0,0.468,11,room
08-17-38,0,0.469,11,room
08-17-39,0,0.466,11,room
08-17-40,0,0.469,11,room
08-17-41,0,0.466,11,room
08-17-42,0,0.466,11,room
08-17-43,0,0.465,11,room
08-17-44,0,0.464,11,room
08-17-45,0,0.467,11,room
08-17-46,0,0.463,11,room
08-17-47,0,0.464,11,room
08-17-48,0,0.463,11,room
08-17-49,0,0.467,11,room
08-17-50,0,0.468,11,room
08-17-51,0,0.466,11,room
08-17-52,0,0.468,11,room
