Time,fms,HR,individual,simulation
03-38-14,0,95.820,2,room
03-38-15,0,95.450,2,room
03-38-16,0,95.100,2,room
03-38-17,0,94.730,2,room
03-38-18,0,94.330,2,room
03-38-19,0,93.900,2,room
03-38-20,0,93.480,2,room
03-38-21,0,93.130,2,room
03-38-22,0,92.780,2,room
03-38-23,0,92.470,2,room
03-38-24,0,92.320,2,room
03-38-25,0,92.180,2,room
03-38-26,0,91.980,2,room
03-38-27,0,91.770,2,room
03-38-28,0,91.530,2,room
03-38-29,0,91.380,2,room
03-38-30,0,91.270,2,room
03-38-31,0,91.170,2,room
03-38-32,0,90.950,2,room
03-38-33,0,90.750,2,room
03-38-34,0,90.530,2,room
03-38-35,0,90.320,2,room
03-38-36,0,90.100,2,room
03-38-37,0,89.900,2,room
03-38-38,0,89.730,2,room
03-38-39,0,89.550,2,room
03-38-40,0,89.380,2,room
03-38-41,0,89.220,2,room
03-38-42,0,88.900,2,room
03-38-43,0,88.650,2,room
