Time,fms,EDA,individual,simulation,CSS
11-38-40,1,3.223,13,beach,Mid
11-38-41,1,3.191,13,beach,Mid
11-38-42,1,3.187,13,beach,Mid
11-38-43,1,3.357,13,beach,Mid
11-38-44,1,3.457,13,beach,Mid
11-38-45,1,3.346,13,beach,Mid
11-38-46,1,3.327,13,beach,Mid
11-38-47,1,3.324,13,beach,Mid
11-38-48,1,3.294,13,beach,Mid
11-38-49,1,3.27,13,beach,Mid
11-38-50,1,3.193,13,beach,Mid
11-38-51,1,3.126,13,beach,Mid
11-38-52,1,3.192,13,beach,Mid
11-38-53,1,3.215,13,beach,Mid
11-38-54,1,3.247,13,beach,Mid
11-38-55,1,3.363,13,beach,Mid
11-38-56,1,3.341,13,beach,Mid
11-38-57,1,3.254,13,beach,Mid
11-38-58,1,3.176,13,beach,Mid
11-38-59,1,3.044,13,beach,Mid
11-39-00,1,3.04,13,beach,Mid
11-39-01,1,3.162,13,beach,Mid
11-39-02,1,3.202,13,beach,Mid
11-39-03,1,3.206,13,beach,Mid
11-39-04,1,3.173,13,beach,Mid
11-39-05,1,3.265,13,beach,Mid
11-39-06,1,3.265,13,beach,Mid
11-39-07,1,3.32,13,beach,Mid
11-39-08,1,3.351,13,beach,Mid
11-39-09,1,3.27,13,beach,Mid
