Time,fms,EDA,individual,simulation,CSS
04-17-54,2,1.893,2,sea,High
04-17-55,2,1.873,2,sea,High
04-17-56,2,1.858,2,sea,High
04-17-57,2,1.849,2,sea,High
04-17-58,2,1.841,2,sea,High
04-17-59,2,1.832,2,sea,High
04-18-00,2,1.829,2,sea,High
04-18-01,2,1.826,2,sea,High
04-18-02,2,1.819,2,sea,High
04-18-03,2,1.814,2,sea,High
04-18-04,2,1.81,2,sea,High
04-18-05,2,1.803,2,sea,High
04-18-06,2,1.804,2,sea,High
04-18-07,2,1.802,2,sea,High
04-18-08,2,1.796,2,sea,High
04-18-09,2,1.793,2,sea,High
04-18-10,2,1.794,2,sea,High
04-18-11,2,1.818,2,sea,High
04-18-12,2,1.835,2,sea,High
04-18-13,2,1.83,2,sea,High
04-18-14,2,1.846,2,sea,High
04-18-15,2,1.881,2,sea,High
04-18-16,2,1.884,2,sea,High
04-18-17,2,1.871,2,sea,High
04-18-18,2,1.86,2,sea,High
04-18-19,2,1.853,2,sea,High
04-18-20,2,1.847,2,sea,High
04-18-21,2,1.839,2,sea,High
04-18-22,2,1.832,2,sea,High
04-18-23,2,1.827,2,sea,High
