Time,fms,EDA,individual,simulation,CSS
04-21-06,1,1.856,2,sea,Mid
04-21-07,1,1.846,2,sea,Mid
04-21-08,1,1.887,2,sea,Mid
04-21-09,1,2.04,2,sea,Mid
04-21-10,1,2.136,2,sea,Mid
04-21-11,1,2.111,2,sea,Mid
04-21-12,1,2.07,2,sea,Mid
04-21-13,1,2.041,2,sea,Mid
04-21-14,1,2.024,2,sea,Mid
04-21-15,1,2.009,2,sea,Mid
04-21-16,1,1.996,2,sea,Mid
04-21-17,1,1.988,2,sea,Mid
04-21-18,1,1.983,2,sea,Mid
04-21-19,1,1.973,2,sea,Mid
04-21-20,1,1.967,2,sea,Mid
04-21-21,1,1.96,2,sea,Mid
04-21-22,1,1.958,2,sea,Mid
04-21-23,1,1.95,2,sea,Mid
04-21-24,1,1.946,2,sea,Mid
04-21-25,1,1.94,2,sea,Mid
04-21-26,1,1.938,2,sea,Mid
04-21-27,1,1.932,2,sea,Mid
04-21-28,1,1.925,2,sea,Mid
04-21-29,1,1.925,2,sea,Mid
04-21-30,1,1.919,2,sea,Mid
04-21-31,1,1.918,2,sea,Mid
04-21-32,1,1.914,2,sea,Mid
04-21-33,1,1.913,2,sea,Mid
04-21-34,1,1.908,2,sea,Mid
04-21-35,1,1.923,2,sea,Mid
