Time,fms,HR,individual,simulation
11-54-30,0,78.370,12,beach
11-54-31,0,78.370,12,beach
11-54-32,0,78.370,12,beach
11-54-33,0,78.350,12,beach
11-54-34,0,78.330,12,beach
11-54-35,0,78.320,12,beach
11-54-36,0,78.280,12,beach
11-54-37,0,78.250,12,beach
11-54-38,0,78.230,12,beach
11-54-39,0,78.230,12,beach
11-54-40,0,78.220,12,beach
11-54-41,0,78.220,12,beach
11-54-42,0,78.230,12,beach
11-54-43,0,78.250,12,beach
11-54-44,0,78.280,12,beach
11-54-45,0,78.300,12,beach
11-54-46,0,78.300,12,beach
11-54-47,0,78.300,12,beach
11-54-48,0,78.320,12,beach
11-54-49,0,78.330,12,beach
11-54-50,0,78.330,12,beach
11-54-51,0,78.320,12,beach
11-54-52,0,78.330,12,beach
11-54-53,0,78.330,12,beach
11-54-54,0,78.330,12,beach
11-54-55,0,78.330,12,beach
11-54-56,0,78.330,12,beach
11-54-57,0,78.330,12,beach
11-54-58,0,78.330,12,beach
11-54-59,0,78.330,12,beach
