Time,fms,HR,individual,simulation,CSS
04-36-08,2,97.4,8,sea,High
04-36-09,2,97.45,8,sea,High
04-36-10,2,97.52,8,sea,High
04-36-11,2,97.58,8,sea,High
04-36-12,2,97.65,8,sea,High
04-36-13,2,97.72,8,sea,High
04-36-14,2,97.78,8,sea,High
04-36-15,2,97.83,8,sea,High
04-36-16,2,97.9,8,sea,High
04-36-17,2,97.95,8,sea,High
04-36-18,2,98.0,8,sea,High
04-36-19,2,98.05,8,sea,High
04-36-20,2,98.1,8,sea,High
04-36-21,2,98.15,8,sea,High
04-36-22,2,98.2,8,sea,High
04-36-23,2,98.23,8,sea,High
04-36-24,2,98.27,8,sea,High
04-36-25,2,98.3,8,sea,High
04-36-26,2,98.32,8,sea,High
04-36-27,2,98.33,8,sea,High
04-36-28,2,98.35,8,sea,High
04-36-29,2,98.37,8,sea,High
04-36-30,2,98.38,8,sea,High
04-36-31,2,98.4,8,sea,High
04-36-32,2,98.42,8,sea,High
04-36-33,2,98.43,8,sea,High
04-36-34,2,98.45,8,sea,High
04-36-35,2,98.45,8,sea,High
04-36-36,2,98.47,8,sea,High
04-36-37,2,98.48,8,sea,High
