Time,fms,EDA,individual,simulation
12-17-56,10,1.699,7,sea
12-17-57,10,1.685,7,sea
12-17-58,10,1.727,7,sea
12-17-59,10,1.729,7,sea
12-18-00,10,1.684,7,sea
12-18-01,10,1.676,7,sea
12-18-02,10,1.766,7,sea
12-18-03,10,1.774,7,sea
12-18-04,10,1.780,7,sea
12-18-05,10,1.765,7,sea
12-18-06,10,1.760,7,sea
12-18-07,10,1.771,7,sea
12-18-08,10,1.770,7,sea
12-18-09,10,1.757,7,sea
12-18-10,10,1.798,7,sea
12-18-11,10,1.812,7,sea
12-18-12,10,1.807,7,sea
12-18-13,10,1.801,7,sea
12-18-14,10,1.827,7,sea
12-18-15,10,1.821,7,sea
12-18-16,10,1.822,7,sea
12-18-17,10,1.858,7,sea
12-18-18,10,1.833,7,sea
12-18-19,10,1.845,7,sea
12-18-20,10,1.873,7,sea
12-18-21,10,1.870,7,sea
12-18-22,10,1.892,7,sea
12-18-23,10,1.899,7,sea
12-18-24,10,1.896,7,sea
12-18-25,10,1.921,7,sea
