Time,fms,EDA,individual,simulation
04-13-36,1,5.704,8,beach
04-13-37,1,5.827,8,beach
04-13-38,1,6.035,8,beach
04-13-39,1,5.958,8,beach
04-13-40,1,5.817,8,beach
04-13-41,1,5.692,8,beach
04-13-42,1,5.550,8,beach
04-13-43,1,5.449,8,beach
04-13-44,1,5.442,8,beach
04-13-45,1,5.426,8,beach
04-13-46,1,5.362,8,beach
04-13-47,1,5.329,8,beach
04-13-48,1,5.291,8,beach
04-13-49,1,5.510,8,beach
04-13-50,1,5.865,8,beach
04-13-51,1,5.791,8,beach
04-13-52,1,5.662,8,beach
04-13-53,1,5.559,8,beach
04-13-54,1,5.420,8,beach
04-13-55,1,5.460,8,beach
04-13-56,1,5.726,8,beach
04-13-57,1,5.909,8,beach
04-13-58,1,5.853,8,beach
04-13-59,1,5.718,8,beach
04-14-00,1,5.620,8,beach
04-14-01,1,5.539,8,beach
04-14-02,1,5.500,8,beach
04-14-03,1,5.367,8,beach
04-14-04,1,5.340,8,beach
04-14-05,1,5.329,8,beach
