Time,fms,HR,individual,simulation,CSS
07-15-24,0,76.77,11,sea,Low
07-15-25,0,76.83,11,sea,Low
07-15-26,0,76.9,11,sea,Low
07-15-27,0,76.98,11,sea,Low
07-15-28,0,77.07,11,sea,Low
07-15-29,0,77.17,11,sea,Low
07-15-30,0,77.27,11,sea,Low
07-15-31,0,77.37,11,sea,Low
07-15-32,0,77.47,11,sea,Low
07-15-33,0,77.6,11,sea,Low
07-15-34,0,77.73,11,sea,Low
07-15-35,0,77.85,11,sea,Low
07-15-36,0,77.95,11,sea,Low
07-15-37,0,78.05,11,sea,Low
07-15-38,0,78.13,11,sea,Low
07-15-39,0,78.22,11,sea,Low
07-15-40,0,78.3,11,sea,Low
07-15-41,0,78.37,11,sea,Low
07-15-42,0,78.43,11,sea,Low
07-15-43,0,78.5,11,sea,Low
07-15-44,0,78.53,11,sea,Low
07-15-45,0,78.57,11,sea,Low
07-15-46,0,78.6,11,sea,Low
07-15-47,0,78.63,11,sea,Low
07-15-48,0,78.65,11,sea,Low
07-15-49,0,78.67,11,sea,Low
07-15-50,0,78.68,11,sea,Low
07-15-51,0,78.68,11,sea,Low
07-15-52,0,78.68,11,sea,Low
07-15-53,0,78.68,11,sea,Low
