Time,fms,HR,individual,simulation,CSS
07-18-04,0,79.42,11,sea,Low
07-18-05,0,79.32,11,sea,Low
07-18-06,0,79.22,11,sea,Low
07-18-07,0,79.12,11,sea,Low
07-18-08,0,79.02,11,sea,Low
07-18-09,0,78.93,11,sea,Low
07-18-10,0,78.85,11,sea,Low
07-18-11,0,78.78,11,sea,Low
07-18-12,0,78.72,11,sea,Low
07-18-13,0,78.65,11,sea,Low
07-18-14,0,78.58,11,sea,Low
07-18-15,0,78.52,11,sea,Low
07-18-16,0,78.45,11,sea,Low
07-18-17,0,78.37,11,sea,Low
07-18-18,0,78.28,11,sea,Low
07-18-19,0,78.2,11,sea,Low
07-18-20,0,78.1,11,sea,Low
07-18-21,0,77.97,11,sea,Low
07-18-22,0,77.82,11,sea,Low
07-18-23,0,77.65,11,sea,Low
07-18-24,0,77.48,11,sea,Low
07-18-25,0,77.33,11,sea,Low
07-18-26,0,77.17,11,sea,Low
07-18-27,0,77.05,11,sea,Low
07-18-28,0,76.93,11,sea,Low
07-18-29,0,76.82,11,sea,Low
07-18-30,0,76.75,11,sea,Low
07-18-31,0,76.72,11,sea,Low
07-18-32,0,76.72,11,sea,Low
07-18-33,0,76.73,11,sea,Low
