Time,fms,EDA,individual,simulation
07-13-16,1,0.341,11,sea
07-13-17,1,0.344,11,sea
07-13-18,1,0.338,11,sea
07-13-19,1,0.334,11,sea
07-13-20,1,0.334,11,sea
07-13-21,1,0.336,11,sea
07-13-22,1,0.333,11,sea
07-13-23,1,0.336,11,sea
07-13-24,1,0.338,11,sea
07-13-25,1,0.334,11,sea
07-13-26,1,0.333,11,sea
07-13-27,1,0.337,11,sea
07-13-28,1,0.332,11,sea
07-13-29,1,0.338,11,sea
07-13-30,1,0.340,11,sea
07-13-31,1,0.335,11,sea
07-13-32,1,0.339,11,sea
07-13-33,1,0.340,11,sea
07-13-34,1,0.338,11,sea
07-13-35,1,0.337,11,sea
07-13-36,1,0.339,11,sea
07-13-37,1,0.337,11,sea
07-13-38,1,0.341,11,sea
07-13-39,1,0.340,11,sea
07-13-40,1,0.338,11,sea
07-13-41,1,0.341,11,sea
07-13-42,1,0.338,11,sea
07-13-43,1,0.342,11,sea
07-13-44,1,0.341,11,sea
07-13-45,1,0.340,11,sea
