Time,fms,EDA,individual,simulation
07-15-56,0,0.357,11,sea
07-15-57,0,0.355,11,sea
07-15-58,0,0.358,11,sea
07-15-59,0,0.354,11,sea
07-16-00,0,0.359,11,sea
07-16-01,0,0.355,11,sea
07-16-02,0,0.359,11,sea
07-16-03,0,0.357,11,sea
07-16-04,0,0.355,11,sea
07-16-05,0,0.362,11,sea
07-16-06,0,0.356,11,sea
07-16-07,0,0.360,11,sea
07-16-08,0,0.360,11,sea
07-16-09,0,0.359,11,sea
07-16-10,0,0.356,11,sea
07-16-11,0,0.359,11,sea
07-16-12,0,0.360,11,sea
07-16-13,0,0.362,11,sea
07-16-14,0,0.357,11,sea
07-16-15,0,0.360,11,sea
07-16-16,0,0.356,11,sea
07-16-17,0,0.358,11,sea
07-16-18,0,0.360,11,sea
07-16-19,0,0.356,11,sea
07-16-20,0,0.355,11,sea
07-16-21,0,0.361,11,sea
07-16-22,0,0.358,11,sea
07-16-23,0,0.354,11,sea
07-16-24,0,0.361,11,sea
07-16-25,0,0.356,11,sea
