Time,fms,HR,individual,simulation
12-38-37,0,88.970,1,sea
12-38-38,0,88.980,1,sea
12-38-39,0,89.030,1,sea
12-38-40,0,89.050,1,sea
12-38-41,0,89.030,1,sea
12-38-42,0,89.000,1,sea
12-38-43,0,88.970,1,sea
12-38-44,0,88.920,1,sea
12-38-45,0,88.870,1,sea
12-38-46,0,88.820,1,sea
12-38-47,0,88.730,1,sea
12-38-48,0,88.650,1,sea
12-38-49,0,88.570,1,sea
12-38-50,0,88.580,1,sea
12-38-51,0,88.550,1,sea
12-38-52,0,88.450,1,sea
12-38-53,0,88.350,1,sea
12-38-54,0,88.230,1,sea
12-38-55,0,88.150,1,sea
12-38-56,0,88.070,1,sea
12-38-57,0,88.000,1,sea
12-38-58,0,87.930,1,sea
12-38-59,0,87.880,1,sea
12-39-00,0,87.750,1,sea
12-39-01,0,87.630,1,sea
12-39-02,0,87.520,1,sea
12-39-03,0,87.470,1,sea
12-39-04,0,87.430,1,sea
12-39-05,0,87.420,1,sea
12-39-06,0,87.400,1,sea
