Time,fms,EDA,individual,simulation
03-54-42,2,9.514,8,walk
03-54-43,2,9.267,8,walk
03-54-44,2,8.830,8,walk
03-54-45,2,8.762,8,walk
03-54-46,2,8.836,8,walk
03-54-47,2,8.754,8,walk
03-54-48,2,8.772,8,walk
03-54-49,2,8.865,8,walk
03-54-50,2,9.145,8,walk
03-54-51,2,9.343,8,walk
03-54-52,2,9.180,8,walk
03-54-53,2,9.245,8,walk
03-54-54,2,9.297,8,walk
03-54-55,2,9.183,8,walk
03-54-56,2,9.180,8,walk
03-54-57,2,9.215,8,walk
03-54-58,2,9.111,8,walk
03-54-59,2,9.283,8,walk
03-55-00,2,9.609,8,walk
03-55-01,2,9.646,8,walk
03-55-02,2,9.171,8,walk
03-55-03,2,9.018,8,walk
03-55-04,2,8.951,8,walk
03-55-05,2,8.955,8,walk
03-55-06,2,8.599,8,walk
03-55-07,2,8.429,8,walk
03-55-08,2,8.121,8,walk
03-55-09,2,7.982,8,walk
03-55-10,2,7.856,8,walk
03-55-11,2,7.716,8,walk
