Time,fms,EDA,individual,simulation
03-56-50,2,8.300,8,walk
03-56-51,2,8.056,8,walk
03-56-52,2,7.968,8,walk
03-56-53,2,7.927,8,walk
03-56-54,2,7.839,8,walk
03-56-55,2,7.640,8,walk
03-56-56,2,7.688,8,walk
03-56-57,2,7.826,8,walk
03-56-58,2,7.889,8,walk
03-56-59,2,7.979,8,walk
03-57-00,2,8.070,8,walk
03-57-01,2,8.010,8,walk
03-57-02,2,7.872,8,walk
03-57-03,2,7.919,8,walk
03-57-04,2,7.923,8,walk
03-57-05,2,7.851,8,walk
03-57-06,2,7.760,8,walk
03-57-07,2,7.777,8,walk
03-57-08,2,8.126,8,walk
03-57-09,2,8.198,8,walk
03-57-10,2,8.467,8,walk
03-57-11,2,8.559,8,walk
03-57-12,2,8.538,8,walk
03-57-13,2,8.543,8,walk
03-57-14,2,8.227,8,walk
03-57-15,2,8.049,8,walk
03-57-16,2,8.047,8,walk
03-57-17,2,8.024,8,walk
03-57-18,2,8.131,8,walk
03-57-19,2,8.147,8,walk
