Time,fms,EDA,individual,simulation,CSS
12-35-43,0,1.617,7,room,Low
12-35-44,0,1.564,7,room,Low
12-35-45,0,1.516,7,room,Low
12-35-46,0,1.666,7,room,Low
12-35-47,0,1.84,7,room,Low
12-35-48,0,1.782,7,room,Low
12-35-49,0,1.678,7,room,Low
12-35-50,0,1.61,7,room,Low
12-35-51,0,1.59,7,room,Low
12-35-52,0,1.617,7,room,Low
12-35-53,0,1.604,7,room,Low
12-35-54,0,1.539,7,room,Low
12-35-55,0,1.504,7,room,Low
12-35-56,0,1.49,7,room,Low
12-35-57,0,1.447,7,room,Low
12-35-58,0,1.456,7,room,Low
12-35-59,0,1.406,7,room,Low
12-36-00,0,1.457,7,room,Low
12-36-01,0,1.545,7,room,Low
12-36-02,0,1.472,7,room,Low
12-36-03,0,1.404,7,room,Low
12-36-04,0,1.368,7,room,Low
12-36-05,0,1.363,7,room,Low
12-36-06,0,1.374,7,room,Low
12-36-07,0,1.376,7,room,Low
12-36-08,0,1.331,7,room,Low
12-36-09,0,1.32,7,room,Low
12-36-10,0,1.309,7,room,Low
12-36-11,0,1.267,7,room,Low
12-36-12,0,1.246,7,room,Low
