Time,fms,EDA,individual,simulation
04-07-12,0,3.916,2,walk
04-07-13,0,3.940,2,walk
04-07-14,0,3.920,2,walk
04-07-15,0,3.873,2,walk
04-07-16,0,3.850,2,walk
04-07-17,0,3.896,2,walk
04-07-18,0,3.904,2,walk
04-07-19,0,3.888,2,walk
04-07-20,0,4.073,2,walk
04-07-21,0,4.238,2,walk
04-07-22,0,4.344,2,walk
04-07-23,0,4.273,2,walk
04-07-24,0,4.143,2,walk
04-07-25,0,4.061,2,walk
04-07-26,0,4.017,2,walk
04-07-27,0,4.022,2,walk
04-07-28,0,4.098,2,walk
04-07-29,0,4.487,2,walk
04-07-30,0,4.732,2,walk
04-07-31,0,4.707,2,walk
04-07-32,0,4.566,2,walk
04-07-33,0,4.449,2,walk
04-07-34,0,4.361,2,walk
04-07-35,0,4.491,2,walk
04-07-36,0,4.896,2,walk
04-07-37,0,4.971,2,walk
04-07-38,0,4.738,2,walk
04-07-39,0,4.517,2,walk
04-07-40,0,4.400,2,walk
04-07-41,0,4.379,2,walk
