Time,fms,HR,individual,simulation
12-21-44,0,73.980,12,room
12-21-45,0,74.050,12,room
12-21-46,0,74.120,12,room
12-21-47,0,74.180,12,room
12-21-48,0,74.250,12,room
12-21-49,0,74.330,12,room
12-21-50,0,74.420,12,room
12-21-51,0,74.500,12,room
12-21-52,0,74.570,12,room
12-21-53,0,74.630,12,room
12-21-54,0,74.670,12,room
12-21-55,0,74.670,12,room
12-21-56,0,74.680,12,room
12-21-57,0,74.700,12,room
12-21-58,0,74.700,12,room
12-21-59,0,74.720,12,room
12-22-00,0,74.720,12,room
12-22-01,0,74.720,12,room
12-22-02,0,74.720,12,room
12-22-03,0,74.720,12,room
12-22-04,0,74.730,12,room
12-22-05,0,74.770,12,room
12-22-06,0,74.800,12,room
12-22-07,0,74.850,12,room
12-22-08,0,74.880,12,room
12-22-09,0,74.950,12,room
12-22-10,0,75.080,12,room
12-22-11,0,75.230,12,room
12-22-12,0,75.380,12,room
12-22-13,0,75.530,12,room
