Time,fms,EDA,individual,simulation
12-33-05,3,5.100,12,roller
12-33-06,3,5.089,12,roller
12-33-07,3,5.086,12,roller
12-33-08,3,5.065,12,roller
12-33-09,3,5.048,12,roller
12-33-10,3,5.059,12,roller
12-33-11,3,5.082,12,roller
12-33-12,3,5.087,12,roller
12-33-13,3,5.058,12,roller
12-33-14,3,5.059,12,roller
12-33-15,3,5.141,12,roller
12-33-16,3,5.127,12,roller
12-33-17,3,5.126,12,roller
12-33-18,3,5.122,12,roller
12-33-19,3,5.111,12,roller
12-33-20,3,5.076,12,roller
12-33-21,3,5.070,12,roller
12-33-22,3,5.116,12,roller
12-33-23,3,5.127,12,roller
12-33-24,3,5.123,12,roller
12-33-25,3,5.092,12,roller
12-33-26,3,5.057,12,roller
12-33-27,3,5.053,12,roller
12-33-28,3,5.030,12,roller
12-33-29,3,5.013,12,roller
12-33-30,3,5.017,12,roller
12-33-31,3,5.109,12,roller
12-33-32,3,5.148,12,roller
12-33-33,3,5.095,12,roller
12-33-34,3,5.077,12,roller
