Time,fms,HR,individual,simulation
04-22-22,4,74.100,4,roller
04-22-23,4,74.100,4,roller
04-22-24,4,74.100,4,roller
04-22-25,4,74.070,4,roller
04-22-26,4,74.050,4,roller
04-22-27,4,74.050,4,roller
04-22-28,4,74.070,4,roller
04-22-29,4,74.130,4,roller
04-22-30,4,74.220,4,roller
04-22-31,4,74.320,4,roller
04-22-32,4,74.420,4,roller
04-22-33,4,74.520,4,roller
04-22-34,4,74.620,4,roller
04-22-35,4,74.720,4,roller
04-22-36,4,74.800,4,roller
04-22-37,4,74.870,4,roller
04-22-38,4,74.930,4,roller
04-22-39,4,74.980,4,roller
04-22-40,4,75.020,4,roller
04-22-41,4,75.070,4,roller
04-22-42,4,75.080,4,roller
04-22-43,4,75.100,4,roller
04-22-44,4,75.080,4,roller
04-22-45,4,75.070,4,roller
04-22-46,4,75.030,4,roller
04-22-47,4,75.020,4,roller
04-22-48,4,75.000,4,roller
04-22-49,4,74.980,4,roller
04-22-50,4,74.970,4,roller
04-22-51,4,74.950,4,roller
