Time,fms,HR,individual,simulation
04-44-36,1,77.670,14,roller
04-44-37,1,78.180,14,roller
04-44-38,1,78.600,14,roller
04-44-39,1,78.920,14,roller
04-44-40,1,79.220,14,roller
04-44-41,1,79.650,14,roller
04-44-42,1,80.080,14,roller
04-44-43,1,80.480,14,roller
04-44-44,1,80.730,14,roller
04-44-45,1,80.980,14,roller
04-44-46,1,81.180,14,roller
04-44-47,1,81.400,14,roller
04-44-48,1,81.620,14,roller
04-44-49,1,81.720,14,roller
04-44-50,1,81.800,14,roller
04-44-51,1,81.850,14,roller
04-44-52,1,81.930,14,roller
04-44-53,1,82.100,14,roller
04-44-54,1,82.350,14,roller
04-44-55,1,82.600,14,roller
04-44-56,1,82.950,14,roller
04-44-57,1,83.420,14,roller
04-44-58,1,83.900,14,roller
04-44-59,1,84.280,14,roller
04-45-00,1,84.580,14,roller
04-45-01,1,84.570,14,roller
04-45-02,1,84.570,14,roller
04-45-03,1,84.600,14,roller
04-45-04,1,84.520,14,roller
04-45-05,1,84.450,14,roller
