Time,fms,EDA,individual,simulation
12-06-10,1,12.412,1,walk
12-06-11,1,12.467,1,walk
12-06-12,1,12.503,1,walk
12-06-13,1,12.517,1,walk
12-06-14,1,12.380,1,walk
12-06-15,1,12.214,1,walk
12-06-16,1,12.565,1,walk
12-06-17,1,12.711,1,walk
12-06-18,1,12.828,1,walk
12-06-19,1,12.804,1,walk
12-06-20,1,12.750,1,walk
12-06-21,1,12.685,1,walk
12-06-22,1,12.769,1,walk
12-06-23,1,12.823,1,walk
12-06-24,1,12.837,1,walk
12-06-25,1,12.849,1,walk
12-06-26,1,12.685,1,walk
12-06-27,1,12.616,1,walk
12-06-28,1,12.809,1,walk
12-06-29,1,13.296,1,walk
12-06-30,1,13.444,1,walk
12-06-31,1,13.268,1,walk
12-06-32,1,13.005,1,walk
12-06-33,1,12.940,1,walk
12-06-34,1,13.369,1,walk
12-06-35,1,13.940,1,walk
12-06-36,1,13.170,1,walk
12-06-37,1,12.457,1,walk
12-06-38,1,12.235,1,walk
12-06-39,1,12.153,1,walk
