Time,fms,EDA,individual,simulation,CSS
12-38-05,0,7.392,1,sea,Low
12-38-06,0,7.388,1,sea,Low
12-38-07,0,7.387,1,sea,Low
12-38-08,0,7.379,1,sea,Low
12-38-09,0,7.383,1,sea,Low
12-38-10,0,7.382,1,sea,Low
12-38-11,0,7.385,1,sea,Low
12-38-12,0,7.393,1,sea,Low
12-38-13,0,7.386,1,sea,Low
12-38-14,0,7.391,1,sea,Low
12-38-15,0,7.385,1,sea,Low
12-38-16,0,7.385,1,sea,Low
12-38-17,0,7.385,1,sea,Low
12-38-18,0,7.389,1,sea,Low
12-38-19,0,7.389,1,sea,Low
12-38-20,0,7.38,1,sea,Low
12-38-21,0,7.385,1,sea,Low
12-38-22,0,7.385,1,sea,Low
12-38-23,0,7.389,1,sea,Low
12-38-24,0,7.392,1,sea,Low
12-38-25,0,7.384,1,sea,Low
12-38-26,0,7.385,1,sea,Low
12-38-27,0,7.384,1,sea,Low
12-38-28,0,7.389,1,sea,Low
12-38-29,0,7.391,1,sea,Low
12-38-30,0,7.384,1,sea,Low
12-38-31,0,7.385,1,sea,Low
12-38-32,0,7.382,1,sea,Low
12-38-33,0,7.385,1,sea,Low
12-38-34,0,7.388,1,sea,Low
