Time,fms,EDA,individual,simulation
12-29-31,1,8.333,1,beach
12-29-32,1,8.333,1,beach
12-29-33,1,8.338,1,beach
12-29-34,1,8.330,1,beach
12-29-35,1,8.329,1,beach
12-29-36,1,8.315,1,beach
12-29-37,1,8.315,1,beach
12-29-38,1,8.345,1,beach
12-29-39,1,8.331,1,beach
12-29-40,1,8.318,1,beach
12-29-41,1,8.295,1,beach
12-29-42,1,8.280,1,beach
12-29-43,1,8.208,1,beach
12-29-44,1,8.232,1,beach
12-29-45,1,8.253,1,beach
12-29-46,1,8.264,1,beach
12-29-47,1,8.255,1,beach
12-29-48,1,8.202,1,beach
12-29-49,1,8.171,1,beach
12-29-50,1,8.174,1,beach
12-29-51,1,8.183,1,beach
12-29-52,1,8.179,1,beach
12-29-53,1,8.154,1,beach
12-29-54,1,8.112,1,beach
12-29-55,1,8.125,1,beach
12-29-56,1,8.212,1,beach
12-29-57,1,8.227,1,beach
12-29-58,1,8.188,1,beach
12-29-59,1,8.183,1,beach
12-30-00,1,8.107,1,beach
