Time,fms,EDA,individual,simulation
12-28-27,1,8.015,1,beach
12-28-28,1,8.007,1,beach
12-28-29,1,8.004,1,beach
12-28-30,1,8.007,1,beach
12-28-31,1,8.002,1,beach
12-28-32,1,8.010,1,beach
12-28-33,1,8.003,1,beach
12-28-34,1,7.997,1,beach
12-28-35,1,8.004,1,beach
12-28-36,1,8.023,1,beach
12-28-37,1,8.023,1,beach
12-28-38,1,8.024,1,beach
12-28-39,1,7.947,1,beach
12-28-40,1,7.921,1,beach
12-28-41,1,7.905,1,beach
12-28-42,1,7.897,1,beach
12-28-43,1,7.887,1,beach
12-28-44,1,7.901,1,beach
12-28-45,1,7.998,1,beach
12-28-46,1,8.045,1,beach
12-28-47,1,8.016,1,beach
12-28-48,1,7.990,1,beach
12-28-49,1,7.972,1,beach
12-28-50,1,7.973,1,beach
12-28-51,1,7.973,1,beach
12-28-52,1,7.963,1,beach
12-28-53,1,7.954,1,beach
12-28-54,1,7.945,1,beach
12-28-55,1,7.938,1,beach
12-28-56,1,7.938,1,beach
