Time,fms,EDA,individual,simulation,CSS
04-07-13,1,0.486,4,sea,Mid
04-07-14,1,0.49,4,sea,Mid
04-07-15,1,0.489,4,sea,Mid
04-07-16,1,0.494,4,sea,Mid
04-07-17,1,0.49,4,sea,Mid
04-07-18,1,0.493,4,sea,Mid
04-07-19,1,0.491,4,sea,Mid
04-07-20,1,0.49,4,sea,Mid
04-07-21,1,0.494,4,sea,Mid
04-07-22,1,0.489,4,sea,Mid
04-07-23,1,0.489,4,sea,Mid
04-07-24,1,0.488,4,sea,Mid
04-07-25,1,0.482,4,sea,Mid
04-07-26,1,0.484,4,sea,Mid
04-07-27,1,0.486,4,sea,Mid
04-07-28,1,0.489,4,sea,Mid
04-07-29,1,0.508,4,sea,Mid
04-07-30,1,0.508,4,sea,Mid
04-07-31,1,0.501,4,sea,Mid
04-07-32,1,0.503,4,sea,Mid
04-07-33,1,0.499,4,sea,Mid
04-07-34,1,0.499,4,sea,Mid
04-07-35,1,0.5,4,sea,Mid
04-07-36,1,0.494,4,sea,Mid
04-07-37,1,0.494,4,sea,Mid
04-07-38,1,0.494,4,sea,Mid
04-07-39,1,0.489,4,sea,Mid
04-07-40,1,0.495,4,sea,Mid
04-07-41,1,0.491,4,sea,Mid
04-07-42,1,0.492,4,sea,Mid
