Time,fms,HR,individual,simulation
11-52-54,0,77.350,12,beach
11-52-55,0,77.400,12,beach
11-52-56,0,77.450,12,beach
11-52-57,0,77.480,12,beach
11-52-58,0,77.520,12,beach
11-52-59,0,77.530,12,beach
11-53-00,0,77.550,12,beach
11-53-01,0,77.580,12,beach
11-53-02,0,77.600,12,beach
11-53-03,0,77.620,12,beach
11-53-04,0,77.630,12,beach
11-53-05,0,77.630,12,beach
11-53-06,0,77.630,12,beach
11-53-07,0,77.630,12,beach
11-53-08,0,77.620,12,beach
11-53-09,0,77.600,12,beach
11-53-10,0,77.580,12,beach
11-53-11,0,77.570,12,beach
11-53-12,0,77.550,12,beach
11-53-13,0,77.530,12,beach
11-53-14,0,77.520,12,beach
11-53-15,0,77.500,12,beach
11-53-16,0,77.480,12,beach
11-53-17,0,77.470,12,beach
11-53-18,0,77.450,12,beach
11-53-19,0,77.430,12,beach
11-53-20,0,77.430,12,beach
11-53-21,0,77.420,12,beach
11-53-22,0,77.420,12,beach
11-53-23,0,77.420,12,beach
