Time,fms,HR,individual,simulation
11-44-00,0,104.430,1,room
11-44-01,0,104.480,1,room
11-44-02,0,104.530,1,room
11-44-03,0,104.570,1,room
11-44-04,0,104.570,1,room
11-44-05,0,104.620,1,room
11-44-06,0,104.680,1,room
11-44-07,0,104.730,1,room
11-44-08,0,105.620,1,room
11-44-09,0,106.530,1,room
11-44-10,0,107.450,1,room
11-44-11,0,108.330,1,room
11-44-12,0,109.220,1,room
11-44-13,0,110.100,1,room
11-44-14,0,110.980,1,room
11-44-15,0,111.820,1,room
11-44-16,0,111.820,1,room
11-44-17,0,111.820,1,room
11-44-18,0,111.800,1,room
11-44-19,0,111.770,1,room
11-44-20,0,111.750,1,room
11-44-21,0,111.730,1,room
11-44-22,0,111.670,1,room
11-44-23,0,111.600,1,room
11-44-24,0,111.530,1,room
11-44-25,0,111.470,1,room
11-44-26,0,111.380,1,room
11-44-27,0,111.320,1,room
11-44-28,0,111.280,1,room
11-44-29,0,111.230,1,room
