Time,fms,EDA,individual,simulation
03-56-56,0,0.436,4,room
03-56-57,0,0.433,4,room
03-56-58,0,0.428,4,room
03-56-59,0,0.416,4,room
03-57-00,0,0.411,4,room
03-57-01,0,0.407,4,room
03-57-02,0,0.405,4,room
03-57-03,0,0.402,4,room
03-57-04,0,0.407,4,room
03-57-05,0,0.401,4,room
03-57-06,0,0.406,4,room
03-57-07,0,0.404,4,room
03-57-08,0,0.407,4,room
03-57-09,0,0.406,4,room
03-57-10,0,0.402,4,room
03-57-11,0,0.407,4,room
03-57-12,0,0.402,4,room
03-57-13,0,0.400,4,room
03-57-14,0,0.400,4,room
03-57-15,0,0.402,4,room
03-57-16,0,0.399,4,room
03-57-17,0,0.396,4,room
03-57-18,0,0.399,4,room
03-57-19,0,0.410,4,room
03-57-20,0,0.439,4,room
03-57-21,0,0.433,4,room
03-57-22,0,0.436,4,room
03-57-23,0,0.445,4,room
03-57-24,0,0.438,4,room
03-57-25,0,0.438,4,room
