Time,fms,HR,individual,simulation
12-17-24,3,89.180,7,sea
12-17-25,3,89.200,7,sea
12-17-26,3,89.180,7,sea
12-17-27,3,89.150,7,sea
12-17-28,3,89.100,7,sea
12-17-29,3,89.030,7,sea
12-17-30,3,88.950,7,sea
12-17-31,3,88.870,7,sea
12-17-32,3,88.770,7,sea
12-17-33,3,88.670,7,sea
12-17-34,3,88.570,7,sea
12-17-35,3,88.480,7,sea
12-17-36,3,88.380,7,sea
12-17-37,3,88.330,7,sea
12-17-38,3,88.270,7,sea
12-17-39,3,88.200,7,sea
12-17-40,3,88.170,7,sea
12-17-41,3,88.130,7,sea
12-17-42,3,88.120,7,sea
12-17-43,3,88.100,7,sea
12-17-44,3,88.080,7,sea
12-17-45,3,88.050,7,sea
12-17-46,3,88.020,7,sea
12-17-47,3,87.980,7,sea
12-17-48,3,87.880,7,sea
12-17-49,3,87.780,7,sea
12-17-50,3,87.700,7,sea
12-17-51,3,87.600,7,sea
12-17-52,3,87.470,7,sea
12-17-53,3,87.330,7,sea
