Time,fms,EDA,individual,simulation
07-14-52,0,0.352,11,sea
07-14-53,0,0.349,11,sea
07-14-54,0,0.350,11,sea
07-14-55,0,0.352,11,sea
07-14-56,0,0.350,11,sea
07-14-57,0,0.350,11,sea
07-14-58,0,0.353,11,sea
07-14-59,0,0.350,11,sea
07-15-00,0,0.351,11,sea
07-15-01,0,0.350,11,sea
07-15-02,0,0.349,11,sea
07-15-03,0,0.353,11,sea
07-15-04,0,0.349,11,sea
07-15-05,0,0.354,11,sea
07-15-06,0,0.353,11,sea
07-15-07,0,0.349,11,sea
07-15-08,0,0.355,11,sea
07-15-09,0,0.353,11,sea
07-15-10,0,0.352,11,sea
07-15-11,0,0.354,11,sea
07-15-12,0,0.350,11,sea
07-15-13,0,0.354,11,sea
07-15-14,0,0.352,11,sea
07-15-15,0,0.350,11,sea
07-15-16,0,0.353,11,sea
07-15-17,0,0.355,11,sea
07-15-18,0,0.358,11,sea
07-15-19,0,0.355,11,sea
07-15-20,0,0.356,11,sea
07-15-21,0,0.354,11,sea
