Time,fms,EDA,individual,simulation
11-53-05,2,2.848,13,roller
11-53-06,2,2.801,13,roller
11-53-07,2,2.800,13,roller
11-53-08,2,3.169,13,roller
11-53-09,2,3.490,13,roller
11-53-10,2,3.417,13,roller
11-53-11,2,3.124,13,roller
11-53-12,2,3.004,13,roller
11-53-13,2,2.948,13,roller
11-53-14,2,2.921,13,roller
11-53-15,2,2.885,13,roller
11-53-16,2,2.860,13,roller
11-53-17,2,2.835,13,roller
11-53-18,2,2.814,13,roller
11-53-19,2,2.793,13,roller
11-53-20,2,2.784,13,roller
11-53-21,2,2.865,13,roller
11-53-22,2,2.928,13,roller
11-53-23,2,2.862,13,roller
11-53-24,2,2.824,13,roller
11-53-25,2,2.860,13,roller
11-53-26,2,3.040,13,roller
11-53-27,2,3.005,13,roller
11-53-28,2,2.922,13,roller
11-53-29,2,2.870,13,roller
11-53-30,2,2.846,13,roller
11-53-31,2,2.842,13,roller
11-53-32,2,2.823,13,roller
11-53-33,2,2.807,13,roller
11-53-34,2,2.820,13,roller
