Time,fms,EDA,individual,simulation
07-28-58,1,0.342,11,walk
07-28-59,1,0.341,11,walk
07-29-00,1,0.345,11,walk
07-29-01,1,0.353,11,walk
07-29-02,1,0.345,11,walk
07-29-03,1,0.352,11,walk
07-29-04,1,0.347,11,walk
07-29-05,1,0.359,11,walk
07-29-06,1,0.393,11,walk
07-29-07,1,0.385,11,walk
07-29-08,1,0.384,11,walk
07-29-09,1,0.368,11,walk
07-29-10,1,0.358,11,walk
07-29-11,1,0.353,11,walk
07-29-12,1,0.359,11,walk
07-29-13,1,0.353,11,walk
07-29-14,1,0.351,11,walk
07-29-15,1,0.355,11,walk
07-29-16,1,0.356,11,walk
07-29-17,1,0.354,11,walk
07-29-18,1,0.355,11,walk
07-29-19,1,0.364,11,walk
07-29-20,1,0.359,11,walk
07-29-21,1,0.355,11,walk
07-29-22,1,0.365,11,walk
07-29-23,1,0.362,11,walk
07-29-24,1,0.360,11,walk
07-29-25,1,0.362,11,walk
07-29-26,1,0.363,11,walk
07-29-27,1,0.362,11,walk
