Time,fms,HR,individual,simulation,CSS
04-33-29,3,83.2,2,roller,High
04-33-30,3,82.93,2,roller,High
04-33-31,3,82.67,2,roller,High
04-33-32,3,82.4,2,roller,High
04-33-33,3,82.17,2,roller,High
04-33-34,3,81.92,2,roller,High
04-33-35,3,81.65,2,roller,High
04-33-36,3,81.35,2,roller,High
04-33-37,3,81.05,2,roller,High
04-33-38,3,80.7,2,roller,High
04-33-39,3,80.37,2,roller,High
04-33-40,3,80.0,2,roller,High
04-33-41,3,79.7,2,roller,High
04-33-42,3,79.48,2,roller,High
04-33-43,3,79.25,2,roller,High
04-33-44,3,78.95,2,roller,High
04-33-45,3,78.7,2,roller,High
04-33-46,3,78.42,2,roller,High
04-33-47,3,78.13,2,roller,High
04-33-48,3,77.98,2,roller,High
04-33-49,3,77.82,2,roller,High
04-33-50,3,77.57,2,roller,High
04-33-51,3,77.13,2,roller,High
04-33-52,3,77.15,2,roller,High
04-33-53,3,77.2,2,roller,High
04-33-54,3,77.43,2,roller,High
04-33-55,3,77.63,2,roller,High
04-33-56,3,77.85,2,roller,High
04-33-57,3,78.08,2,roller,High
04-33-58,3,78.35,2,roller,High
