Time,fms,HR,individual,simulation
11-49-20,0,85.730,9,beach
11-49-21,0,85.630,9,beach
11-49-22,0,85.530,9,beach
11-49-23,0,85.450,9,beach
11-49-24,0,85.400,9,beach
11-49-25,0,85.230,9,beach
11-49-26,0,84.900,9,beach
11-49-27,0,84.600,9,beach
11-49-28,0,84.450,9,beach
11-49-29,0,84.320,9,beach
11-49-30,0,84.250,9,beach
11-49-31,0,84.130,9,beach
11-49-32,0,84.020,9,beach
11-49-33,0,83.930,9,beach
11-49-34,0,83.850,9,beach
11-49-35,0,83.700,9,beach
11-49-36,0,83.570,9,beach
11-49-37,0,83.370,9,beach
11-49-38,0,82.920,9,beach
11-49-39,0,82.380,9,beach
11-49-40,0,82.350,9,beach
11-49-41,0,82.320,9,beach
11-49-42,0,82.130,9,beach
11-49-43,0,81.950,9,beach
11-49-44,0,81.780,9,beach
11-49-45,0,81.670,9,beach
11-49-46,0,81.580,9,beach
11-49-47,0,81.500,9,beach
11-49-48,0,81.450,9,beach
11-49-49,0,81.480,9,beach
