Time,fms,HR,individual,simulation
12-15-34,0,90.200,1,roller
12-15-35,0,90.220,1,roller
12-15-36,0,90.280,1,roller
12-15-37,0,90.250,1,roller
12-15-38,0,90.230,1,roller
12-15-39,0,90.220,1,roller
12-15-40,0,90.220,1,roller
12-15-41,0,90.250,1,roller
12-15-42,0,90.300,1,roller
12-15-43,0,90.350,1,roller
12-15-44,0,90.430,1,roller
12-15-45,0,90.570,1,roller
12-15-46,0,90.680,1,roller
12-15-47,0,90.750,1,roller
12-15-48,0,90.820,1,roller
12-15-49,0,90.900,1,roller
12-15-50,0,90.950,1,roller
12-15-51,0,90.950,1,roller
12-15-52,0,90.970,1,roller
12-15-53,0,90.970,1,roller
12-15-54,0,90.950,1,roller
12-15-55,0,90.920,1,roller
12-15-56,0,90.880,1,roller
12-15-57,0,90.830,1,roller
12-15-58,0,90.730,1,roller
12-15-59,0,90.620,1,roller
12-16-00,0,90.500,1,roller
12-16-01,0,90.380,1,roller
12-16-02,0,90.300,1,roller
12-16-03,0,90.230,1,roller
