Time,fms,EDA,individual,simulation,CSS
04-14-30,6,0.446,3,roller,High
04-14-31,6,0.448,3,roller,High
04-14-32,6,0.447,3,roller,High
04-14-33,6,0.453,3,roller,High
04-14-34,6,0.455,3,roller,High
04-14-35,6,0.463,3,roller,High
04-14-36,6,0.461,3,roller,High
04-14-37,6,0.461,3,roller,High
04-14-38,6,0.459,3,roller,High
04-14-39,6,0.457,3,roller,High
04-14-40,6,0.457,3,roller,High
04-14-41,6,0.456,3,roller,High
04-14-42,6,0.457,3,roller,High
04-14-43,6,0.458,3,roller,High
04-14-44,6,0.453,3,roller,High
04-14-45,6,0.454,3,roller,High
04-14-46,6,0.448,3,roller,High
04-14-47,6,0.452,3,roller,High
04-14-48,6,0.452,3,roller,High
04-14-49,6,0.459,3,roller,High
04-14-50,6,0.454,3,roller,High
04-14-51,6,0.455,3,roller,High
04-14-52,6,0.452,3,roller,High
04-14-53,6,0.453,3,roller,High
04-14-54,6,0.45,3,roller,High
04-14-55,6,0.448,3,roller,High
04-14-56,6,0.449,3,roller,High
04-14-57,6,0.448,3,roller,High
04-14-58,6,0.448,3,roller,High
04-14-59,6,0.447,3,roller,High
