Time,fms,EDA,individual,simulation
12-39-09,0,7.375,1,sea
12-39-10,0,7.379,1,sea
12-39-11,0,7.381,1,sea
12-39-12,0,7.379,1,sea
12-39-13,0,7.381,1,sea
12-39-14,0,7.377,1,sea
12-39-15,0,7.377,1,sea
12-39-16,0,7.383,1,sea
12-39-17,0,7.374,1,sea
12-39-18,0,7.381,1,sea
12-39-19,0,7.376,1,sea
12-39-20,0,7.380,1,sea
12-39-21,0,7.381,1,sea
12-39-22,0,7.379,1,sea
12-39-23,0,7.389,1,sea
12-39-24,0,7.380,1,sea
12-39-25,0,7.376,1,sea
12-39-26,0,7.385,1,sea
12-39-27,0,7.384,1,sea
12-39-28,0,7.390,1,sea
12-39-29,0,7.383,1,sea
12-39-30,0,7.385,1,sea
12-39-31,0,7.392,1,sea
12-39-32,0,7.383,1,sea
12-39-33,0,7.388,1,sea
12-39-34,0,7.386,1,sea
12-39-35,0,7.380,1,sea
12-39-36,0,7.380,1,sea
12-39-37,0,7.379,1,sea
12-39-38,0,7.380,1,sea
